number of bedrooms,number of bathrooms,living area,lot area,number of floors,Area of the basement,living_area_renov,lot_area_renov,Distance from the airport,Price,condition of the house
3,2.5,2280,5000,2,0,2200,5000,52,1330000,4
6,3.5,6563,32670,2,1410,2610,22651,51,1300000,3
5,3.25,3970,8029,2,1000,2520,8214,69,995000,3
4,1.75,2210,19025,1,750,2640,14999,76,950000,4
5,2,2940,5500,2,600,2940,5500,79,950000,4
3,1.5,1340,6000,1.5,0,2600,6000,57,907000,3
4,3,3370,9496,2,0,3370,38896,76,905000,4
5,2.75,3460,7977,2,0,3390,6630,57,858450,3
4,2.25,2510,9963,1,310,3110,9963,70,800000,4
4,2.5,3060,6826,2,0,3110,6932,52,775000,3
4,2.5,3410,179419,2,0,3350,175421,72,774950,3
3,2.5,3170,7187,2,0,2790,7336,76,720000,3
3,2.5,1909,1300,3,143,1780,1248,62,630500,3
3,2.25,1970,4564,1,500,1980,5000,73,625000,3
3,2,2080,12094,2,0,2230,12204,64,589950,4
4,2.5,3190,7941,2,0,3190,7255,75,589450,3
4,1.75,1920,7455,1,960,1920,7455,60,571500,4
4,2.5,2890,5801,2,0,2890,6286,70,570000,3
3,2,1990,3000,1.5,760,1600,4080,53,569000,3
3,2.5,2430,5128,1,1160,2510,5330,55,560000,3
4,1.75,2020,36400,1,470,2520,38255,54,521000,4
3,2,1670,8800,1,520,2020,8250,60,520000,4
4,2.75,2700,5150,2,0,2700,5747,73,515000,3
3,2.25,1280,6250,2,200,1280,1681,76,495000,3
2,1,850,2850,1,0,1450,4015,77,489000,4
4,2.5,2870,35757,2,0,2700,41221,52,480000,4
4,1.75,2160,19283,2,0,1990,9744,56,475000,3
3,1.5,1240,8738,1,0,1440,9344,71,475000,3
3,1,1170,3348,1.5,0,1590,4219,70,457000,4
3,1,2020,8100,1,850,1480,7620,53,450000,3
3,2.5,2020,7800,1,690,1870,7800,52,444950,4
3,2.25,2020,2750,2,340,1720,1546,59,430000,3
2,1.75,1980,44550,2,700,1680,25343,52,428000,5
3,1,1570,11752,1.5,0,2010,8291,71,415000,5
3,1.75,1530,26642,1,350,1550,13566,60,410000,3
3,1.5,1510,7642,1,0,2180,8357,56,400000,3
4,2.5,2800,4687,2,0,2750,4750,78,399000,3
3,2,2620,10107,1,0,1730,7812,78,394250,3
3,2.5,2500,21780,1,730,2670,23400,55,390000,3
4,2.5,2580,4818,2,0,2570,5386,80,379950,3
2,1,960,5096,1,0,1760,4488,64,379500,5
4,2,1850,8827,1,0,1310,6901,59,360000,3
4,2.5,1950,5451,2,0,2240,6221,77,360000,3
2,1,1430,365904,1,420,2300,253519,63,356000,3
3,1.5,1870,9000,1,750,1850,6000,73,350000,3
2,1.75,1270,1916,2,0,1140,1916,60,340000,3
4,2.5,2330,7050,2,0,1810,5424,51,335000,3
3,2,1490,8847,1,0,1640,7572,78,335000,4
3,1.75,1080,1306,1,500,1440,2225,78,331000,3
3,1.75,1300,9079,1,0,1890,7369,62,331000,3
3,1.75,2080,5969,1,1000,2090,5500,54,329950,3
4,1,2410,6975,1,900,1880,6255,51,325000,3
3,1,1290,12231,1,0,1390,11632,57,323000,3
4,1.75,1850,8580,1,710,2210,9240,61,315000,3
3,2.25,1790,6930,1,400,1810,7420,62,304500,3
3,2.25,2100,8163,2,0,1410,7515,74,299900,3
4,2.5,1788,10183,2,0,1700,6600,50,294400,4
3,2,1760,6600,1,0,2590,6600,60,290000,3
2,2,1590,9375,1,680,1560,8524,75,290000,3
3,3,2430,10500,1,280,1670,9800,77,272000,4
4,1.75,1830,5375,1,770,1040,7500,71,260000,2
3,1,1230,10170,1,0,1380,10098,56,255000,3
2,1,560,7560,1,0,990,7560,54,249900,3
4,2,1750,8116,1,0,1440,7865,73,247000,4
3,2,1190,10299,1,0,1700,9849,71,240000,3
3,1.75,1420,8738,1,0,1660,8738,72,234000,4
3,1,960,6500,1,0,1150,6500,52,225000,4
3,1,1000,223462,1,0,1710,105850,59,220000,4
3,1.5,1080,9774,1,0,1190,9611,50,218250,3
3,1,1730,7950,1,550,1830,8890,50,216000,4
3,1,1260,7897,1,0,1560,8285,51,215000,3
2,1,970,8874,1,0,1340,8175,57,210000,3
2,1,840,4200,1,0,830,5000,65,208417,3
2,1,860,5000,1,0,1130,6000,74,199988,3
3,1,1160,18055,1,0,1340,10324,51,182000,2
3,1,960,8291,1,0,1110,8231,72,158800,3
4,3.75,5150,453895,2,790,2500,215186,71,2140000,3
4,3.75,7620,29536,2,1640,2840,20809,76,1680000,3
5,3,3650,16600,1,1790,3150,10400,62,1310000,4
4,4.25,4980,13000,2,1900,2840,11308,61,1250000,3
5,2.25,3440,5000,2,0,2822,5000,61,1230000,5
3,1.5,2390,4000,1.5,700,2350,4000,73,978000,3
5,3.5,3420,4216,2,900,1420,4500,63,925000,3
3,1.75,2050,4080,2,0,1890,4080,78,790000,3
4,1.75,2090,5050,1,1000,1760,5000,74,775000,4
3,2,1160,13747,1,580,2961,16320,50,775000,5
3,2.75,2610,11290,1,980,2570,9125,61,757000,3
4,2.75,2640,3750,2,800,1690,5000,58,750000,5
4,1.75,2700,6000,1,1250,2080,6000,74,725000,4
4,2.25,2920,17023,1,1230,2710,10681,80,707000,4
4,1.75,1730,6500,1,480,1910,8100,50,700000,3
3,1.75,2130,4400,1,700,1710,3300,74,675000,3
4,2,1530,4080,1.5,0,1860,4080,72,664000,4
6,2.5,3190,12196,2,0,2790,13068,73,664000,4
2,2.25,2770,11884,1,1200,2310,17097,59,645000,4
3,2.5,3610,26359,1,1660,2620,26427,77,635000,3
4,2.25,1880,3000,2,120,1880,3000,61,616500,3
3,1.75,1560,7424,1,0,1370,7424,66,592000,5
8,3,3840,15990,1,1310,1380,8172,60,575000,3
4,1.75,2060,4080,1.5,600,1620,4080,74,562000,3
3,3.25,1530,1786,2,330,1390,2900,73,560000,3
2,3,1650,960,3,300,1650,3000,80,559000,3
2,1,820,3700,1,0,1750,9000,77,554000,5
3,2,1340,3000,2,0,1120,3000,50,549000,5
4,2.5,2000,4700,1.5,780,1560,4700,54,530000,4
4,2.5,2010,9075,1,700,1850,9220,77,510000,4
4,2.5,2420,5006,2,0,2750,5471,76,505000,3
4,2,2760,27631,2,960,2490,13158,75,500000,4
4,4.5,2690,7350,1.5,0,1660,9000,79,500000,5
4,2,2280,7200,1,0,1100,7620,76,500000,4
3,1,1600,6250,1.5,0,1860,3420,80,488000,3
3,2.25,1620,12309,2,0,2030,13963,67,473000,3
3,1.75,1760,11371,1,0,2220,19884,68,455000,5
4,2.25,1840,7575,1,450,1820,7500,53,442500,4
2,1.5,1130,1340,2,220,1310,1340,77,439108,3
3,2,1760,2875,2,470,1760,4830,59,437500,3
3,1,1630,16393,1,0,1880,23497,79,437500,3
2,2,1400,10052,1,0,1400,8785,56,431750,3
4,3.25,3266,5398,2,0,3087,5152,60,424950,3
3,1.5,1400,1091,3,0,1270,1413,64,419500,3
4,2.75,2360,7716,1,970,2160,8794,55,405000,3
4,2.5,2578,4554,2,0,2647,4554,71,400950,3
2,1,700,3400,1,0,1570,4512,68,399000,3
3,1,1980,9540,1,900,1680,9529,54,396000,3
3,2,1910,11576,1,500,2040,8750,67,390000,3
2,1,1270,1399,3,0,1140,1442,63,370000,3
6,1.75,2230,10080,1,840,2110,8475,64,360000,3
4,2.5,1912,5000,2,0,2020,5000,58,353000,3
1,1,1230,9300,1.5,0,1190,6820,73,349950,4
3,1,1620,10610,1,0,1680,10795,64,345000,4
3,1,1710,10190,1,400,1200,6251,75,340000,3
4,1.75,2290,7380,1,900,1170,7381,77,326000,3
3,1.5,1540,8110,1,350,1290,8110,60,325500,4
2,2.25,1550,1827,2,0,1420,1826,57,320000,3
2,1,1000,8212,1,0,1620,8214,54,305000,4
4,2.5,1820,7575,1,600,1840,7650,52,299000,3
3,2,1820,15068,2,300,1490,9589,64,283000,3
3,2,1640,5650,1,0,2250,5488,59,279000,3
4,3,2710,7199,1,1000,2070,9271,58,258000,4
1,2,1150,9812,1,0,1200,9812,56,227000,4
4,1,1640,10455,1,690,1360,9750,77,218000,3
3,2.5,1650,5000,2,0,1720,5000,64,216300,3
2,1,720,9520,1,0,1450,8612,69,195000,4
3,1.75,1520,9600,1,0,1590,10183,71,190000,4
3,1,920,6460,1,0,920,4770,65,189950,5
2,1,720,212137,1,0,2010,109642,59,150000,3
2,1,720,4120,1,0,940,6180,52,150000,5
4,2.75,3190,19513,2,0,2750,13496,77,2130000,4
4,3.5,4440,20668,2,1200,4240,18650,66,1730000,5
4,2.75,4270,5432,2,0,3860,20723,62,1610000,3
5,2.5,2870,16238,2,0,2870,16238,73,1560000,4
4,3.75,3770,4000,2.5,880,2800,5000,69,1500000,5
3,1.5,1870,3300,2,0,1820,2460,80,933000,3
3,1.5,2160,2260,2,540,2570,2400,78,900000,5
4,2.5,3450,35100,2,0,3110,35894,58,832500,3
5,3.25,3230,5000,2,880,1520,5000,55,815000,3
4,3.5,3050,7020,2,1000,2170,5900,52,750000,3
4,2.75,2110,8190,1.5,0,2420,8400,66,746000,5
4,2.75,3660,150282,2,0,3090,53578,74,730000,3
4,2.25,2410,16650,1,0,2720,11141,51,711800,4
3,3,1970,20978,2,200,2280,75396,68,705000,4
2,2.5,2390,7489,1,0,2170,7489,77,699950,3
3,2,2080,8000,1,1040,1710,4830,75,660000,5
3,2.75,1540,1251,2,310,1540,1287,59,650000,3
3,3,2330,10327,1,0,2200,4629,55,612000,3
3,2.5,2180,40278,2,0,2630,40000,68,580000,3
3,1.75,2270,10136,2,0,2260,9600,69,575000,3
4,2.5,2520,13156,1,1000,2050,10940,65,565000,3
3,2,1580,5289,1,710,1310,5535,78,563000,3
1,1,830,3200,1,0,1350,2512,68,525000,3
2,1.75,1850,2530,2.5,0,1500,1795,73,495000,4
3,2,1580,4010,1,790,1350,5350,59,489950,4
4,3.5,3273,5115,2,602,2996,5100,64,485000,3
3,2.25,2620,10659,1,960,1820,12071,60,469000,3
2,1.5,1510,2001,2,0,1510,2055,72,445000,4
3,1.75,1750,16748,1,420,1750,16050,59,435000,3
4,2.25,2200,8384,1,950,1750,8384,73,425000,3
5,2.75,2540,27007,1,1020,1800,26572,53,420000,3
4,2.5,2250,6840,2,0,2480,7386,76,395000,3
5,2.5,2390,8775,1,1120,1800,8000,67,358000,4
5,2.75,1540,4000,1,400,1630,4000,75,357000,3
3,1.5,1240,15867,1,0,1570,9600,62,355000,3
3,1,1390,2640,1.5,160,1780,3920,64,345000,3
3,2.5,1560,9600,1,350,2070,9600,50,324950,3
3,2.5,1320,3150,2,0,1390,1725,60,299950,3
3,2.5,1690,4102,2,0,1830,4733,79,295000,3
3,1.75,1910,10230,1,620,1590,10800,63,250000,4
4,3,1800,2500,2,0,1830,6900,71,250000,3
3,2,1670,6824,1,370,1660,7586,56,223000,3
3,1.75,1280,10016,1,0,1670,9764,71,215000,4
2,1,1130,8160,1,0,1060,6120,75,207000,4
3,1.75,1240,10361,1,0,1240,8834,61,192000,3
3,1.5,1200,2002,2,0,1270,1848,61,140000,3
1,1,560,5700,1,0,1120,5000,55,106000,3
4,3.5,3130,52322,2,700,3200,5820,54,975000,3
3,2.5,1230,922,2,150,1230,1237,64,399950,3
4,2.5,3216,5902,2,0,2815,4916,79,498445,3
3,1,1520,7200,1,490,1530,7201,55,226000,3
3,1,980,2490,2,0,980,3154,60,90000,4
3,2.25,3040,52302,1,0,2070,38600,69,1000000,3
5,3.5,5230,8960,2,780,2310,9603,70,1990000,3
4,4.25,4285,9345,2,0,1570,8994,53,1890000,3
3,3.5,4660,21164,2,0,3140,24274,67,1640000,3
6,3.5,3720,11690,2,0,3030,11686,68,1520000,3
5,3.5,3420,8000,2,0,1900,8000,57,1440000,3
4,2.75,2660,9547,1,730,2410,10001,56,1440000,3
4,2.25,3270,6000,2,1090,2880,6000,54,1210000,5
4,3.25,3960,12895,2,0,3870,12040,80,1190000,3
4,2.5,3830,13800,1,1800,3460,9875,67,1100000,4
4,4,4090,51908,2,0,4290,41655,70,1040000,3
4,4,5635,9695,2,1275,3726,9765,78,950000,3
4,2.5,3640,6389,2,0,3570,6303,76,932990,3
5,3,2640,5096,2,0,1610,5217,57,910000,3
2,1.5,1140,7800,1,0,2020,7800,60,903000,4
3,2.25,2550,4089,2,0,1680,4089,63,834000,3
3,1.75,1740,8560,1,240,2240,5800,71,827235,3
6,4.25,5480,189050,2,340,2470,10429,59,800000,4
4,3.5,3290,20107,2,1070,2990,16988,58,799000,3
3,2.75,2590,12063,2,0,2850,8469,64,796500,3
3,1.75,3520,12350,1,1990,2140,7800,50,775000,4
5,2.75,2920,9163,1,1400,2250,9163,65,713500,4
3,1,1220,8573,1,0,1390,8573,65,672000,4
3,1,1400,1581,1.5,0,1860,3861,79,667000,5
4,1.5,1960,4500,1.5,0,1960,4500,66,660000,3
4,2.5,2160,7000,2,0,2300,7440,74,653000,4
3,2.25,3280,79279,1,0,1860,24008,57,645000,3
3,1.5,2240,5300,1,1120,1740,7110,56,635000,5
4,1.5,2720,37258,2,0,3270,39714,50,632500,3
3,1.75,2220,7224,1,180,2540,9990,70,615000,3
4,1.75,2250,5562,1,0,2050,9750,60,605000,4
4,2,3410,15143,2,0,2350,25936,58,599000,4
2,1.75,1840,4076,1,700,1540,4076,67,575000,3
4,2.75,1610,11201,1,590,1610,9000,58,575000,5
4,1.75,1710,8947,1,0,1360,10133,72,571900,4
3,2.5,2020,11935,1,0,2410,12350,75,560000,4
4,1.75,2260,11000,1,640,1960,10000,60,555000,3
4,2.25,1720,2300,1,860,1720,4680,53,555000,3
4,2.5,2520,4831,2,0,2430,3937,57,536000,3
2,1,910,4725,1,0,1600,5200,63,515000,3
5,2.75,2980,4502,2,0,2850,4501,60,515000,3
3,1.5,2220,8994,1,1110,2220,8994,75,500000,4
4,2.5,1900,5001,1,700,1950,4680,62,500000,3
4,3,3620,403693,2,0,2230,148811,52,495000,3
3,1.75,1600,6250,1,0,1510,10407,58,490000,3
3,1,1160,8800,1,0,1750,8400,60,480000,4
4,2.5,3160,7210,1,1280,2070,7560,60,467500,4
3,1.75,2660,5511,1,1330,2030,6111,59,467000,3
3,1.75,1480,6360,1,0,1480,6360,52,465000,3
2,1,1430,12092,1,0,2320,10800,54,460000,4
4,2.25,2690,36114,2,0,2570,35091,70,460000,4
3,2.5,1650,1838,2,380,1550,1558,76,453000,4
4,2.75,2900,6400,2,860,1340,6144,64,450000,3
2,1,1130,5413,1,250,1250,5413,71,443000,3
2,1.5,1090,4013,1.5,0,1390,4013,56,430000,3
3,1.75,1680,8610,1,390,1640,8809,72,427000,4
3,1.75,1530,9800,1,0,1660,9800,57,425000,5
3,1,1240,7300,1,0,1240,8260,74,420000,3
2,1.5,1370,4102,2,0,1380,3211,76,405000,4
3,2.75,2020,9505,1,760,2080,11901,70,401000,3
4,1.75,1690,7680,1,800,1060,7680,68,400375,5
3,2.5,2580,214315,1.5,0,2580,70131,51,400000,3
4,2.5,1950,7350,1,800,2050,9068,53,385000,3
3,3.25,1370,1227,3,0,1370,1236,78,375000,3
3,1.5,1560,7884,1,500,1820,9000,70,368000,3
4,1,1020,11383,1.5,0,1290,11213,74,364000,5
3,2.5,1850,10800,2,0,1850,3400,70,359782,3
3,2.5,1880,5290,1,630,2030,5092,79,355000,3
5,2.5,2540,5100,2,0,1400,9440,79,355000,3
3,1,1010,7680,1,0,1320,7373,57,350000,4
4,2.25,2190,3850,2,0,1900,3850,62,350000,3
2,1.75,1820,8409,1,910,1300,8409,77,345000,4
3,2.25,1200,2845,2,0,1220,2140,67,342000,3
3,1,980,9903,1,0,1830,9903,54,335000,4
2,1,950,3090,1,0,1230,4120,74,330000,4
4,1.75,1730,9520,1,0,1550,11211,70,320000,4
3,1.75,1810,21138,1,570,1850,12200,76,300000,4
3,2.5,2450,7062,2,0,1960,7200,51,299000,3
4,2.5,1610,4052,2,0,2110,4034,57,286950,3
5,2.75,2770,6116,1,1280,1920,6486,70,283450,3
2,1.5,1190,1265,3,0,1390,1756,53,280000,3
3,1.75,1370,4000,1,0,1720,10050,56,268000,4
3,2.5,1850,7875,1,600,1930,8062,61,260000,3
3,2.25,1400,10436,1,360,1860,9318,72,258900,4
3,2,1790,7879,1.5,0,1790,7879,72,258000,3
3,2,930,11475,1,0,1280,11250,79,255000,3
3,2,1290,5000,1,0,1290,7366,71,253000,5
3,1,1060,52272,1,0,1900,5971,59,250000,3
2,1,700,6046,1,0,990,6790,74,247500,3
4,2.5,1980,7264,2,0,1600,6380,69,240000,3
3,1,1060,10228,1,0,1570,10228,69,230000,3
2,1,810,5100,1,0,1500,5100,57,229000,3
4,2.5,1700,6031,2,0,1930,6035,71,225000,3
2,2.5,1000,1092,2,10,1330,1466,76,220000,3
3,1,1960,9583,2,0,1850,8324,54,180000,2
3,1,1130,9907,1,0,1320,9907,80,179950,3
3,1.5,1390,1882,2,0,1490,2175,67,175003,3
4,2.25,2870,6000,1,1140,2370,5500,51,1270000,5
6,2.25,2550,5000,2,0,1480,5000,80,1020000,4
4,2.5,4070,57587,2,0,3890,35960,75,965000,3
4,2.75,2980,42253,1,1120,2980,42253,63,949000,4
4,2.5,3540,18168,2,0,4130,11180,53,925000,3
4,2.5,4600,67369,2,0,4600,67369,73,800000,3
3,1.5,1960,2400,2,630,2090,4000,69,792500,3
3,1,1660,4400,1.5,200,1660,4400,70,780000,3
3,2.25,1640,1873,3,0,1640,3920,69,759000,3
3,2.75,2870,6600,2,0,2570,7925,71,755000,3
3,2.5,1960,3060,2,0,1220,3060,60,732000,3
3,1,940,8377,1,0,1710,6900,73,725000,4
2,2.5,2300,6400,1,0,2300,6400,78,705000,3
5,1.75,1790,9335,2,0,1840,9612,51,695000,5
4,1.75,2280,3680,1.5,810,1850,3680,80,665000,5
6,2.75,3610,10003,1.5,0,2560,10004,66,650000,4
4,2,1610,8976,1,0,1930,8976,78,650000,4
3,2.5,1860,10027,2,0,1530,9204,55,625000,3
5,2.5,2720,5000,1.5,1190,1210,5000,61,580000,4
6,2.5,3370,15625,1,1600,2790,15681,54,570000,3
4,1.75,2350,6200,1.5,940,1800,6150,75,555000,4
3,2,1650,3952,2,0,1210,4560,75,550000,3
4,2.5,2720,13500,1,1210,2510,12350,67,549950,3
4,2.5,2500,50595,2,0,2765,33720,64,545000,3
3,3.5,2620,10137,2,650,1960,7680,69,538000,3
2,2,1370,3827,1,350,1550,5102,68,535000,3
3,2.75,2160,4086,1,780,1300,4080,71,528000,3
4,2.5,2490,34947,2,340,2490,39639,73,520000,3
3,3,2330,7304,1,1030,2330,9518,61,516000,3
3,2,2350,266151,1.5,0,2270,222156,61,510000,3
2,1,1060,3588,1,100,1570,3741,77,506000,4
3,2.5,1300,1187,3,0,1320,1194,67,505500,3
3,2.5,1460,4961,1,310,1550,5449,55,475000,4
4,2.5,2240,7245,1,1100,1740,7350,65,475000,4
4,2.25,2170,8050,1,950,1820,7700,52,466000,3
3,2.5,1450,5175,1,420,1740,9250,67,465000,3
3,2,1150,4500,1.5,0,1230,5400,57,450000,3
3,2.25,2530,27227,2,0,2160,30192,57,450000,3
2,1,950,4560,1.5,0,2040,4560,79,450000,3
5,2.5,2250,7945,1,890,1820,7866,51,446950,4
3,2.25,1460,968,2,320,1460,1531,58,443750,3
4,1.5,1690,3245,1.5,0,1380,1590,54,440000,3
4,2.25,2600,28600,1,790,2580,26950,59,440000,3
4,2.5,2495,5751,2,0,2490,6300,75,436000,3
6,2,3080,5500,2,0,1830,5000,74,432500,1
3,2.5,1630,10762,1,0,1770,10762,62,425000,3
2,1,2100,4480,1,700,1570,4400,77,420000,5
3,3.5,1900,2133,2,380,1530,3264,71,420000,3
3,1.5,2270,8187,1,850,2020,14092,60,410000,4
3,3.25,2650,7819,1,890,2400,7727,51,410000,4
3,1.75,1720,7202,1,0,1720,7625,74,404000,3
2,1,720,3255,1,0,1430,3170,64,403000,4
3,1.75,1920,9102,1,0,1920,9760,78,400000,3
3,1,1460,8290,1,0,1470,8290,57,399000,3
3,2.5,2350,5100,2,0,2350,5363,50,390000,3
3,2.5,2160,59241,1,0,2290,125017,60,389900,3
4,2.5,3190,9856,2,0,2260,7996,57,387500,3
4,2.75,2960,10454,1,600,1870,10500,52,385000,3
4,1,1740,4400,1.5,0,1590,4400,53,382000,3
3,2.5,1260,900,2,320,1310,1415,58,380000,3
3,2.25,1540,1561,3,0,1540,1547,70,375000,3
3,2.75,1250,1655,2,420,1520,3001,50,370000,3
3,1.5,1590,6750,1,510,1590,7400,61,357000,3
3,1.75,2370,9750,1,1090,1230,9775,73,355000,4
5,2.75,2130,5000,1,1030,1340,6837,72,353000,5
4,1.75,1820,6930,1,500,1820,6825,53,350000,4
3,1.75,1740,29597,1,0,1560,20741,63,350000,4
2,1.5,830,1077,2,0,830,1366,57,350000,3
2,1.75,1550,9230,1,580,1550,10856,55,349900,3
2,1,1180,9261,1,240,1700,6325,53,343000,4
3,2.25,1900,8125,1,360,1480,8284,56,340000,3
2,1,860,7102,1,0,1450,7102,65,340000,3
3,2.5,2370,9102,2,0,2530,9883,57,330000,3
2,2.25,1230,1078,2,70,1240,817,67,325000,3
4,1,1460,7200,1.5,0,1690,7357,76,320000,4
2,1,900,2728,2,0,900,2728,71,290000,3
2,1,1280,12500,1,220,1460,17771,80,281000,3
3,2.5,1800,8697,2,0,1770,8390,64,280000,3
3,1,940,7913,1,0,940,7913,68,280000,3
5,1.5,1930,7480,2,0,1480,7705,64,270000,3
3,2.5,1770,7336,2,0,1770,7349,59,270000,3
3,1.75,1410,1899,2,0,1410,1811,71,267800,3
3,1.75,1710,6400,1,470,1600,6400,78,260000,4
3,1.75,1040,5650,1,0,1290,5650,75,258000,5
3,2,1470,2781,2,0,1360,3008,57,250000,3
3,1,1752,14626,2,0,1800,9000,78,249000,3
3,1.5,1360,9980,1,0,1360,9750,62,244900,4
2,2,1200,3624,2,0,1360,2693,64,234000,3
2,2.25,850,1656,2,0,850,1312,69,233000,3
3,1.5,910,5120,1,0,1410,5132,54,232900,3
6,1.5,2140,36509,1.5,0,1710,12000,59,230000,4
3,1,1000,16376,1,0,1420,16192,63,228000,3
3,1,970,7790,1,0,1150,8160,69,219000,3
4,2,1520,6174,1.5,0,1390,5407,51,210000,5
3,2,1440,10111,1,0,1580,10200,70,210000,3
3,1,1330,6900,1,0,1530,7000,76,209000,3
3,1,1520,8450,1,400,1320,8450,62,135000,2
4,4.25,6410,43838,2.5,800,2270,6630,61,2730000,4
4,3,3540,11098,2,540,3430,8214,50,2200000,3
5,3.5,4870,7700,2.5,1220,3220,7700,71,1740000,5
5,3,4290,17100,1,1810,3550,16988,53,1710000,3
5,3.75,4700,11237,2,1770,3180,13140,59,1140000,3
4,2.5,2780,10480,1,1390,2860,10506,62,990000,3
4,2.5,3670,315374,2,0,2840,87991,55,921500,4
3,2.5,2320,5000,2,700,2160,5000,71,900000,3
6,2.75,3500,5150,2,1070,1430,3860,51,865000,5
3,1.75,1490,3840,2,0,3450,8500,72,835000,3
3,2.5,1810,7200,1,500,2050,7200,56,827500,5
4,3.5,3470,7396,2,950,2360,10541,51,810000,3
3,1.75,2150,2527,2,750,1610,3663,64,762000,4
3,1.75,1520,5500,1.5,0,2310,5500,64,738000,5
3,1.5,2180,5000,1,1090,2070,5000,51,720000,4
4,2.5,2672,4297,2,652,1720,6120,67,700000,3
4,2.5,2920,6000,2,0,3100,6001,63,675000,3
3,2.25,3340,13805,1,0,2060,12304,62,670000,3
3,2.25,2230,11835,1,600,2190,10384,52,652450,5
3,1.75,2040,4005,1.5,300,1380,4005,53,620000,4
2,1,1470,6398,1,500,1950,6398,53,602000,4
2,2,1660,5200,1,540,1260,5160,80,601150,5
3,2.5,3360,218235,1,0,2650,220849,55,590000,3
3,2,2690,435600,2,0,1700,163350,73,575000,3
5,2.5,2410,8960,1,810,2410,11514,71,560000,5
3,2.25,1540,1005,3,0,1510,1501,79,550000,3
4,2.25,1580,7307,1,420,2020,7458,66,525000,3
3,2.5,2100,12338,2,0,2320,6257,54,521900,3
3,2.25,2510,43995,2,0,2470,48351,51,520000,3
4,2.5,2800,21370,2,0,1880,9336,58,515000,3
3,2.25,1300,1180,3,0,1300,1174,77,515000,3
2,1.75,1810,7523,1,640,2090,7523,74,501000,3
3,3.25,1490,902,3,270,1550,1092,70,500000,3
3,1.75,1800,7199,1,500,1800,8100,64,500000,3
2,1,1420,4635,2,0,1810,4635,59,496000,4
2,1,950,3960,1,0,1320,4050,67,482000,3
3,2.25,1850,2575,2,0,1080,4120,69,474950,3
2,1,1090,3160,1,250,1070,3160,79,474000,3
4,1.75,1760,5750,1,690,1860,5750,75,471000,5
4,2.5,2811,7251,2,0,3040,7250,58,455000,3
3,2.5,2690,21883,2,0,2370,21781,52,445000,3
3,2,1650,6408,2,0,1750,6402,60,440000,4
2,1,990,3120,1,200,1930,3120,55,437500,5
4,2.25,1990,8548,2,0,2320,8926,70,435000,3
3,2.25,1830,6460,1,430,1830,17250,58,430000,3
3,2.5,2210,7000,2,0,2260,7224,74,412000,4
3,1.75,1440,9065,1,0,1990,8812,68,409000,4
5,2.75,2470,19200,1,1220,2140,35140,71,400000,5
4,3,2150,64694,1,700,2430,59612,58,399950,3
4,2.5,2600,8921,2,0,2550,8683,66,392000,3
4,1.5,2140,7920,1,950,2140,7238,70,378000,3
4,2,1720,2410,1,750,1160,1404,65,375000,3
2,1.5,1050,1046,2,90,1470,1768,54,375000,3
2,1,1140,15624,1,0,2110,15493,63,365500,4
4,1,2180,10617,1.5,0,1360,9519,50,359000,3
1,0.75,530,33278,1,0,2830,14311,57,355000,4
4,2.25,1570,499571,1,0,1700,181708,73,350000,4
3,2,1060,1184,2,330,1270,1601,56,346000,3
2,1,1770,16660,1,550,2790,20504,71,345000,3
3,1.75,1280,16200,1,250,1160,10565,74,340000,3
4,2,1750,5202,1,680,2090,5400,50,330000,4
3,1,1050,9083,1,0,1440,9071,79,325000,3
3,2,1570,5600,1,0,2010,5600,69,325000,3
4,2.75,2060,6659,1,780,2020,8720,71,322500,3
3,1.75,1900,7076,1,770,1540,10113,65,315000,3
4,2.5,1580,6633,2,0,1590,6633,61,291000,4
3,1.75,1990,6500,1,900,2150,6500,80,285000,3
3,2.5,1490,8005,1,400,1880,7905,77,271500,3
4,1.5,2040,10488,1,850,1960,10488,79,261000,3
4,1,1740,8100,1,720,1600,8949,55,260000,4
4,2.75,1830,6643,2,0,2400,6472,70,250000,3
3,2.25,1640,7630,1,460,1930,7630,64,247000,4
2,1.5,1260,9693,1,0,1800,9693,70,245560,3
3,2.25,1460,5818,1,320,1490,6031,62,240000,3
3,1.5,1890,9000,1,700,2060,9000,57,240000,3
3,1,1340,10035,1,0,2090,10035,50,227000,3
3,2.5,1740,10050,2,0,1300,10125,78,225000,3
3,1,1320,3954,1.5,0,1270,5184,74,209000,3
2,1,710,14700,1,0,1320,14700,75,187250,5
5,1,1460,11726,1.5,170,1460,10450,72,180000,3
5,3,3950,9520,1,1700,1890,9520,56,1270000,3
5,2.75,3710,13874,1.5,1370,3370,13874,71,1250000,4
4,2.5,3000,10920,1,1450,2380,10920,54,1080000,4
4,3.25,4010,13797,2,0,3980,12120,58,972000,3
3,2.5,1820,6848,1,0,2080,11700,75,875000,4
4,2.75,4030,10240,2,720,2490,7680,60,835000,3
5,2.25,2020,8400,1,1010,1890,9233,74,750000,4
3,2.5,2970,11985,1,1200,2990,12049,66,745000,3
3,1,2090,4000,1.5,200,2090,4000,74,717500,3
2,2,1615,4590,1.5,0,1470,4590,73,665000,5
2,1,960,6263,1,0,1460,6054,67,660000,4
4,2.5,2280,7219,2,0,2240,7471,62,626100,4
4,2.5,2280,14290,1.5,770,2140,9890,79,622100,4
2,2,1510,4000,1,500,1920,4000,74,595000,4
